"ensembl_gene_id","logFC_AMY_F_FENT","logFC_AMY_FENT","logFC_AMY_M_FENT","Motif","name","P.Value_AMY_F_FENT","P.Value_AMY_FENT","P.Value_AMY_M_FENT","Regulatory function","selected","shared name"
"ENSMUSG00000004508","0.00883574","-0.024996012","-0.058827764","yetfasco-655","Gab2","0.936099002","0.748493944","0.593919125","Regulated","false","Gab2"
"ENSMUSG00000039176","0.201007364","0.061304016","-0.078399332","yetfasco-655","Polg","0.020681692","0.309391127","0.357603452","Regulated","false","Polg"
"ENSMUSG00000037386","0.014056616","-0.101864709","-0.217786034","yetfasco-655","Rims2","0.888762858","0.155216531","0.033504191","Regulated","false","Rims2"
"ENSMUSG00000041779","-0.199942901","-0.20565781","-0.21137272","yetfasco-655","Tram2","0.217007133","0.074556821","0.192192933","Regulated","false","Tram2"
"ENSMUSG00000022935","-0.013933646","-0.023061434","-0.032189222","yetfasco-655","Grik1","0.935205717","0.849102121","0.851042812","Regulated","false","Grik1"
"ENSMUSG00000022146","-0.079736902","-0.284618565","-0.489500228","yetfasco-655","Osmr","0.824554109","0.265506684","0.176775145","Regulated","false","Osmr"
"ENSMUSG00000024908","-0.120170924","-0.163421586","-0.206672247","yetfasco-655","Ppp6r3","0.223583959","0.021290814","0.038609888","Regulated","false","Ppp6r3"
"ENSMUSG00000022141","-0.076989574","-0.116959993","-0.156930412","yetfasco-655","Nipbl","0.491786493","0.142511129","0.16373928","Regulated","false","Nipbl"
"ENSMUSG00000000142","-0.071851528","-0.251855525","-0.431859523","yetfasco-655","Axin2","0.574004493","0.006837776","0.001216831","Regulated","false","Axin2"
"ENSMUSG00000000126","-0.174120444","-0.178408465","-0.182696486","yetfasco-655","Wnt9a","0.551329945","0.388755371","0.531959455","Regulated","false","Wnt9a"
"ENSMUSG00000036943","-0.067567106","0.002360036","0.072287177","yetfasco-655","Rab8b","0.470558138","0.971504314","0.440272181","Regulated","false","Rab8b"
"ENSMUSG00000032726","-0.521153105","-0.175603011","0.169947082","yetfasco-655","Bmp8a","0.053977824","0.352651468","0.523934674","Regulated","false","Bmp8a"
"ENSMUSG00000035203","-0.104944462","-0.068749565","-0.032554668","yetfasco-655","Epn1","0.112327675","0.140685988","0.618957064","Regulated","false","Epn1"
"ENSMUSG00000063802","-0.010628272","0.093726216","0.198080705","yetfasco-655","Hspbp1","0.910593969","0.164811379","0.039820482","Regulated","false","Hspbp1"
"ENSMUSG00000026626","-0.017340014","0.099340144","0.216020302","yetfasco-655","Ppp2r5a","0.860746808","0.158674899","0.032080978","Regulated","false","Ppp2r5a"
"ENSMUSG00000048175","0.02085967","-0.019520495","-0.05990066","yetfasco-655","Asb8","0.83301917","0.780260933","0.545444089","Regulated","false","Asb8"
"ENSMUSG00000020598","0.054020334","0.12565712","0.197293907","yetfasco-655","Nrcam","0.512518608","0.034210724","0.019233227","Regulated","false","Nrcam"
"ENSMUSG00000021943","-0.017808","-0.525846312","-1.033884625","yetfasco-655","Gdf10","0.956617667","0.026123561","0.002396778","Regulated","false","Gdf10"
"ENSMUSG00000028291","0.084166095","0.11073957","0.137313044","yetfasco-655","Akirin2","0.351948505","0.086026153","0.131169082","Regulated","false","Akirin2"
"ENSMUSG00000023886","-0.017736296","0.036959187","0.091654671","yetfasco-655","Smoc2","0.965878864","0.899687364","0.825080959","Regulated","false","Smoc2"
"ENSMUSG00000046714","0.057768012","-0.268280246","-0.594328505","yetfasco-655","Foxc2","0.911176085","0.464748336","0.253683519","Regulated","false","Foxc2"
"ENSMUSG00000016554","-0.122416934","-0.003834295","0.114748345","yetfasco-655","Eif3d","0.205788496","0.955003641","0.235251424","Regulated","false","Eif3d"
"ENSMUSG00000025575","0.108532218","0.070272218","0.032012218","yetfasco-655","Cant1","0.215624617","0.256372301","0.713322266","Regulated","false","Cant1"
"ENSMUSG00000040495","-0.004749359","0.072936242","0.150621843","yetfasco-655","Chrm4","0.987152874","0.726691562","0.609977255","Regulated","false","Chrm4"
"ENSMUSG00000031539","0.020534987","-0.013791949","-0.048118885","yetfasco-655","Ap3m2","0.867917334","0.874486019","0.696913007","Regulated","false","Ap3m2"
"ENSMUSG00000001729","0.158504461","0.077933579","-0.002637304","yetfasco-655","Akt1","0.023128985","0.110260673","0.96918524","Regulated","false","Akt1"
"ENSMUSG00000027381","-0.343892468","-0.211916061","-0.079939653","yetfasco-655","Bcl2l11","0.04858552","0.084447806","0.641455992","Regulated","false","Bcl2l11"
"ENSMUSG00000013089","0.05461175","0.102456171","0.150300592","yetfasco-655","Etv5","0.778622167","0.456663444","0.440123161","Regulated","false","Etv5"
"ENSMUSG00000035299","-0.199664844","-0.183056122","-0.166447401","yetfasco-655","Mid1","0.243370159","0.131872471","0.329946917","Regulated","false","Mid1"
"ENSMUSG00000025946","0.40015541","0.151285046","-0.097585317","yetfasco-655","Pth2r","0.364079928","0.626627099","0.824262457","Regulated","false","Pth2r"
"ENSMUSG00000062115","-0.033207162","-0.069470114","-0.105733066","yetfasco-655","Rai1","0.775489613","0.400038132","0.365326193","Regulated","false","Rai1"
"ENSMUSG00000051367","0.252686431","-0.418648011","-1.089982454","yetfasco-655","Six1","0.548358116","0.162444383","0.011616416","Regulated","false","Six1"
"ENSMUSG00000038496","-0.12820264","-0.23964643","-0.35109022","yetfasco-655","Slc19a3","0.746009259","0.393102111","0.376428616","Regulated","false","Slc19a3"
"ENSMUSG00000026153","-0.149504807","-0.245298994","-0.341093181","yetfasco-655","Fam135a","0.156683149","0.001501806","0.001776001","Regulated","false","Fam135a"
"ENSMUSG00000027347","-0.430541315","-0.512265045","-0.593988774","yetfasco-655","Rasgrp1","0.163352661","0.020798687","0.056241757","Regulated","false","Rasgrp1"
"ENSMUSG00000003360","-0.04748836","0.040539962","0.128568284","yetfasco-655","Ddx23","0.582926699","0.50761579","0.140242898","Regulated","false","Ddx23"
"ENSMUSG00000050201","-0.157876096","-0.366794915","-0.575713735","yetfasco-655","Otop2","0.681285326","0.180188062","0.137589548","Regulated","false","Otop2"
"ENSMUSG00000069171","0.102773128","-0.05084566","-0.204464448","yetfasco-655","Nr2f1","0.554239877","0.67879623","0.241387606","Regulated","false","Nr2f1"
"ENSMUSG00000050010","-0.045302995","0.150116956","0.345536907","yetfasco-655","Shisa3","0.887066364","0.506477539","0.281044067","Regulated","false","Shisa3"
"ENSMUSG00000032254","-0.120061045","-0.005951292","0.10815846","yetfasco-655","Kif23","0.721691455","0.980068332","0.748271975","Regulated","false","Kif23"
"ENSMUSG00000029312","-0.045774988","-0.078385442","-0.110995897","yetfasco-655","Klhl8","0.77687941","0.493246036","0.492694077","Regulated","false","Klhl8"
"ENSMUSG00000054717","0.138136283","0.054715701","-0.02870488","yetfasco-655","Hmgb2","0.447200767","0.669748913","0.874206816","Regulated","false","Hmgb2"
"ENSMUSG00000049659","0.00464262","-0.086841792","-0.178326204","yetfasco-655","Aftph","0.950536724","0.104637868","0.019891747","Regulated","false","Aftph"
"ENSMUSG00000030304","0.074297659","-0.024822433","-0.123942526","yetfasco-655","Ergic2","0.414228728","0.69904225","0.175324781","Regulated","false","Ergic2"
"ENSMUSG00000055980","-0.100610907","-0.219240099","-0.337869292","yetfasco-655","Irs1","0.509828846","0.045438187","0.02975428","Regulated","false","Irs1"
"ENSMUSG00000014603","0.50143856","0.63351444","0.765590321","yetfasco-655","Alx3","0.060290722","0.001130457","0.004882031","Regulated","false","Alx3"
"ENSMUSG00000006920","-0.053436056","-0.034900367","-0.016364677","yetfasco-655","Ezh1","0.596226108","0.624508197","0.870962913","Regulated","false","Ezh1"
"ENSMUSG00000021506","0.28370543","0.044589978","-0.194525475","yetfasco-655","Pitx1","0.287567267","0.81230148","0.464763071","Regulated","false","Pitx1"
"ENSMUSG00000026842","0.138339874","-0.031713912","-0.201767697","yetfasco-655","Abl1","0.218115043","0.68799783","0.074497913","Regulated","false","Abl1"
"ENSMUSG00000028176","-0.304974909","-0.322442955","-0.339911","yetfasco-655","Lrrc7","0.117698144","0.020857013","0.081956897","Regulated","false","Lrrc7"
"ENSMUSG00000026918","0.118888078","0.061950282","0.005012485","yetfasco-655","Brd3","0.249683941","0.395076545","0.961074498","Regulated","false","Brd3"
"ENSMUSG00000064115","-0.022080491","-0.054213408","-0.086346326","yetfasco-655","Cadm2","0.835755702","0.472479978","0.41871141","Regulated","false","Cadm2"
"ENSMUSG00000095762","-0.130902763","-0.178625849","-0.226348935","yetfasco-655","Gm16378","0.545168062","0.244955236","0.296964784","Regulated","false","Gm16378"
"ENSMUSG00000016918","-0.410074958","0.033031524","0.476138007","yetfasco-655","Sulf1","0.182801573","0.878488875","0.122875504","Regulated","false","Sulf1"
"ENSMUSG00000048216","-0.015726357","-0.13491765","-0.254108944","yetfasco-655","Gpr85","0.921444278","0.234298097","0.114845583","Regulated","false","Gpr85"
"ENSMUSG00000079037","0.031827411","-0.002850879","-0.037529168","yetfasco-655","Prnp","0.735318969","0.965825816","0.690228123","Regulated","false","Prnp"
"ENSMUSG00000053552","0.016680323","0.033468077","0.050255831","yetfasco-655","Ebf4","0.910245628","0.749157302","0.734239825","Regulated","false","Ebf4"
"ENSMUSG00000085795","0.001883683","-0.062277647","-0.126438977","yetfasco-655","Zfp703","0.990821423","0.591113552","0.441154939","Regulated","false","Zfp703"
"ENSMUSG00000049119","0.042389266","0.01086444","-0.020660385","yetfasco-655","Fam110b","0.624621266","0.859104375","0.81135934","Regulated","false","Fam110b"
"ENSMUSG00000027102","0.186602705","0.344850585","0.503098465","yetfasco-655","Hoxd8","0.373623001","0.022493334","0.018733168","Regulated","false","Hoxd8"
"ENSMUSG00000020166","0.021216761","-0.041760526","-0.104737812","yetfasco-655","Cnot2","0.825000499","0.538791284","0.277325257","Regulated","false","Cnot2"
"ENSMUSG00000032329","-0.004560017","-0.014519831","-0.024479645","yetfasco-655","Hmg20a","0.950428414","0.77958244","0.738688466","Regulated","false","Hmg20a"
"ENSMUSG00000026932","0.139978088","0.078330812","0.016683536","yetfasco-655","Nacc2","0.471964759","0.568883652","0.931534405","Regulated","false","Nacc2"
"ENSMUSG00000037465","-0.388795821","-0.306380276","-0.223964731","yetfasco-655","Klf10","0.055356487","0.033375305","0.264762051","Regulated","false","Klf10"
"ENSMUSG00000068876","-0.668943169","-0.304477021","0.059989127","yetfasco-655","Cgn","0.01192493","0.100227957","0.816857211","Regulated","false","Cgn"
"ENSMUSG00000022286","-0.262647527","-0.139488458","-0.01632939","yetfasco-655","Grhl2","0.430306107","0.55316628","0.960790243","Regulated","false","Grhl2"
"ENSMUSG00000026815","-0.210614674","-0.201152209","-0.191689744","yetfasco-655","Gfi1b","0.511995071","0.376498998","0.55050826","Regulated","false","Gfi1b"
"ENSMUSG00000020594","-0.040827202","-0.036976507","-0.033125813","yetfasco-655","Pum2","0.523305663","0.414155646","0.604342867","Regulated","false","Pum2"
"ENSMUSG00000053536","0.016622163","0.036036131","0.0554501","yetfasco-655","Cstf2t","0.869429634","0.614606893","0.58387389","Regulated","false","Cstf2t"
"ENSMUSG00000001151","-0.06567066","-0.191585244","-0.317499828","yetfasco-655","Pcnt","0.612621828","0.039964912","0.016772766","Regulated","false","Pcnt"
"ENSMUSG00000057133","0.008413098","0.014634177","0.020855256","yetfasco-655","Chd6","0.944941182","0.865112868","0.864084257","Regulated","false","Chd6"
"ENSMUSG00000038210","0.845661918","0.390425019","-0.06481188","yetfasco-655","Hoxa11","0.154833154","0.350596782","0.91243527","Regulated","false","Hoxa11"
"ENSMUSG00000048450","-0.283671567","-0.304207434","-0.324743301","yetfasco-655","Msx1","0.539318591","0.352870215","0.482446288","Regulated","false","Msx1"
"ENSMUSG00000038679","-0.166490376","-0.302808037","-0.439125697","yetfasco-655","Trps1","0.319570416","0.012309688","0.010364461","Regulated","false","Trps1"
"ENSMUSG00000042129","0.194372419","0.164663364","0.13495431","yetfasco-655","Rassf4","0.521406286","0.442730675","0.655903391","Regulated","false","Rassf4"
"ENSMUSG00000019982","-0.709322118","-0.102350746","0.504620626","yetfasco-655","Myb","0.006942195","0.570358616","0.0512366","Regulated","false","Myb"
"ENSMUSG00000028159","0.528017954","0.05114833","-0.425721294","yetfasco-655","Dapp1","0.147506877","0.841357128","0.241441729","Regulated","false","Dapp1"
"ENSMUSG00000023176","-0.306782688","-0.100813328","0.105156032","yetfasco-655","Cpn2","0.378418524","0.681515846","0.7620482","Regulated","false","Cpn2"
"ENSMUSG00000028031","-0.433416754","-0.031710176","0.369996401","yetfasco-655","Dkk2","0.229967034","0.900555136","0.304669073","Regulated","false","Dkk2"
"ENSMUSG00000042817","0.179086436","0.18821172","0.197337003","yetfasco-655","Flt3","0.405227405","0.217676637","0.359367585","Regulated","false","Flt3"
"ENSMUSG00000029168","0.041809201","0.014387758","-0.013033685","yetfasco-655","Dpysl5","0.755912701","0.87971512","0.922772817","Regulated","false","Dpysl5"
"ENSMUSG00000040896","0.279223767","0.214777181","0.150330595","yetfasco-655","Kcnd3","0.173266307","0.139072465","0.460967957","Regulated","false","Kcnd3"
"ENSMUSG00000030199","0.22497223","-0.094312069","-0.413596368","yetfasco-655","Etv6","0.363651709","0.589341172","0.097614563","Regulated","false","Etv6"
"ENSMUSG00000026000","0.12181729","0.190372826","0.258928363","yetfasco-655","Lancl1","0.198994877","0.00566359","0.007652527","Regulated","false","Lancl1"
"ENSMUSG00000045333","-0.363445309","-0.290425317","-0.217405325","yetfasco-655","Zfp423","0.00133168","3.35549E-4","0.048459387","Regulated","false","Zfp423"
"ENSMUSG00000027459","-0.063743198","0.038843879","0.141430957","yetfasco-655","Fam110a","0.703298531","0.742696322","0.39920435","Regulated","false","Fam110a"
"ENSMUSG00000039033","-0.292199242","-0.208655164","-0.125111086","yetfasco-655","Tasp1","0.033564196","0.031916773","0.355340967","Regulated","false","Tasp1"
"ENSMUSG00000074925","-0.088900828","-0.257807882","-0.426714936","yetfasco-655","Ptar1","0.565721477","0.021108791","0.007416668","Regulated","false","Ptar1"
"ENSMUSG00000001288","-0.111284393","-0.213565512","-0.315846631","yetfasco-655","Rarg","0.565759915","0.122314601","0.106456644","Regulated","false","Rarg"
"ENSMUSG00000101174","0.507954588","0.347439424","0.18692426","yetfasco-655","Hoxd4","0.105083412","0.116687593","0.547065298","Regulated","false","Hoxd4"
"ENSMUSG00000024222","0.125220599","0.020923077","-0.083374444","yetfasco-655","Fkbp5","0.462989264","0.86202086","0.624638472","Regulated","false","Fkbp5"
"ENSMUSG00000054967","0.141840974","-0.031722583","-0.20528614","yetfasco-655","Zfp647","0.45652018","0.813431573","0.282418612","Regulated","false","Zfp647"
"ENSMUSG00000036264","0.109168747","0.075197741","0.041226736","yetfasco-655","Fstl4","0.60525766","0.61460025","0.84509923","Regulated","false","Fstl4"
"ENSMUSG00000073197","0.340761961","0.399636647","0.458511333","yetfasco-655","5730507C01Rik","0.324527239","0.104694746","0.186408912","Regulated","false","5730507C01Rik"
"ENSMUSG00000037514","-0.068955501","0.018929873","0.106815248","yetfasco-655","Pank2","0.454646893","0.771156764","0.2483295","Regulated","false","Pank2"
"ENSMUSG00000003534","0.180192005","0.114536973","0.048881941","yetfasco-655","Ddr1","0.136425273","0.179886644","0.683622113","Regulated","false","Ddr1"
"ENSMUSG00000027523","0.018520402","0.075851765","0.133183128","yetfasco-655","Gnas","0.841730323","0.250025365","0.154478452","Regulated","false","Gnas"
"ENSMUSG00000075376","0.013663661","-0.05451254","-0.122688741","yetfasco-655","Rc3h2","0.869687565","0.356318415","0.144289526","Regulated","false","Rc3h2"
"ENSMUSG00000026686","-1.167658051","-0.516446675","0.134764702","yetfasco-655","Lmx1a","0.056804821","0.229143265","0.823372017","Regulated","false","Lmx1a"
"ENSMUSG00000027274","-0.14057953","0.050058794","0.240697118","yetfasco-655","Mkks","0.264308721","0.572517523","0.058444276","Regulated","false","Mkks"
"ENSMUSG00000059742","-0.032463416","-0.127254203","-0.222044991","yetfasco-655","Kcnh7","0.753218216","0.085099669","0.034776073","Regulated","false","Kcnh7"
"ENSMUSG00000058152","-0.02458457","-0.030277935","-0.0359713","yetfasco-655","Chsy3","0.874879224","0.783931024","0.817805584","Regulated","false","Chsy3"
"ENSMUSG00000029836","-0.047588625","0.069214384","0.186017392","yetfasco-655","Cbx3","0.475029676","0.144507029","0.006693529","Regulated","false","Cbx3"
"ENSMUSG00000030126","-0.014667531","-0.14134714","-0.26802675","yetfasco-655","Tmcc1","0.888596967","0.060005347","0.012666114","Regulated","false","Tmcc1"
"ENSMUSG00000063142","0.074426636","0.008692313","-0.057042011","yetfasco-655","Kcnma1","0.282242893","0.858369589","0.408926376","Regulated","false","Kcnma1"
"ENSMUSG00000026219","-0.066949095","-0.08514723","-0.103345365","yetfasco-655","Trip12","0.489859367","0.216278615","0.287786664","Regulated","false","Trip12"
"ENSMUSG00000031608","0.085499435","-0.2428145","-0.571128435","yetfasco-655","Galnt7","0.641222807","0.064840987","0.002717011","Regulated","false","Galnt7"
"ENSMUSG00000038502","0.004461858","0.060318237","0.116174617","yetfasco-655","Ptov1","0.972078932","0.504197336","0.363793096","Regulated","false","Ptov1"
"ENSMUSG00000036904","0.063475807","0.103205836","0.142935865","yetfasco-655","Fzd8","0.727303833","0.423670166","0.433271118","Regulated","false","Fzd8"
